"iso_code","location","date","total_cases","new_cases","total_deaths","new_deaths","total_cases_per_million","new_cases_per_million","total_deaths_per_million","new_deaths_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","tests_units"
"USA","United States","2021-05-15","3.292774E7","28854.0","585731.0","495.0","99478.782","87.172","1769.566","1.495","4.37231544E8","782189.0","1320.931","2.363","tests performed"
"USA","United States","2021-05-14","3.2898886E7","42259.0","585236.0","651.0","99391.61","127.67","1768.07","1.967","4.36449355E8","1076724.0","1318.568","3.253","tests performed"
"USA","United States","2021-05-13","3.2856627E7","38076.0","584585.0","763.0","99263.94","115.032","1766.104","2.305","4.35372631E8","1185210.0","1315.315","3.581","tests performed"
"USA","United States","2021-05-12","3.2818551E7","35839.0","583822.0","767.0","99148.908","108.274","1763.799","2.317","4.34187421E8","1331956.0","1311.734","4.024","tests performed"
"USA","United States","2021-05-11","3.2782712E7","33644.0","583055.0","686.0","99040.634","101.643","1761.481","2.072","4.32855465E8","1322900.0","1307.71","3.997","tests performed"
"USA","United States","2021-05-10","3.2749068E7","36804.0","582369.0","414.0","98938.991","111.189","1759.409","1.251","4.31532565E8","849880.0","1303.713","2.568","tests performed"
"USA","United States","2021-05-09","3.2712264E7","21430.0","581955.0","248.0","98827.802","64.743","1758.158","0.749","4.30682685E8","481130.0","1301.146","1.454","tests performed"
"USA","United States","2021-05-08","3.2690834E7","33676.0","581707.0","628.0","98763.059","101.739","1757.409","1.897","4.30201555E8","846776.0","1299.692","2.558","tests performed"
"USA","United States","2021-05-07","3.2657158E7","48137.0","581079.0","757.0","98661.32","145.428","1755.512","2.287","4.29354779E8","1168375.0","1297.134","3.53","tests performed"
"USA","United States","2021-05-06","3.2609021E7","47552.0","580322.0","799.0","98515.892","143.66","1753.225","2.414","4.28186404E8","1301062.0","1293.604","3.931","tests performed"
"USA","United States","2021-05-05","3.2561469E7","44713.0","579523.0","794.0","98372.231","135.084","1750.811","2.399","4.26885342E8","1518558.0","1289.673","4.588","tests performed"
"USA","United States","2021-05-04","3.2516756E7","40716.0","578729.0","875.0","98237.148","123.008","1748.412","2.643","4.25366784E8","1413645.0","1285.086","4.271","tests performed"
"USA","United States","2021-05-03","3.247604E7","50492.0","577854.0","504.0","98114.14","152.543","1745.769","1.523","4.23953139E8","888724.0","1280.815","2.685","tests performed"
"USA","United States","2021-05-02","3.2425548E7","29404.0","577350.0","335.0","97961.597","88.833","1744.246","1.012","4.23064415E8","519891.0","1278.13","1.571","tests performed"
"USA","United States","2021-05-01","3.2396144E7","45383.0","577015.0","714.0","97872.764","137.108","1743.234","2.157","4.22544524E8","899863.0","1276.559","2.719","tests performed"
"USA","United States","2021-04-30","3.2350761E7","57920.0","576301.0","753.0","97735.656","174.983","1741.077","2.275","4.21644661E8","1307387.0","1273.841","3.95","tests performed"
"USA","United States","2021-04-29","3.2292841E7","58255.0","575548.0","872.0","97560.673","175.996","1738.802","2.634","4.20337274E8","1410574.0","1269.891","4.262","tests performed"
"USA","United States","2021-04-28","3.2234586E7","55141.0","574676.0","967.0","97384.677","166.588","1736.167","2.921","4.189267E8","1568125.0","1265.629","4.737","tests performed"
"USA","United States","2021-04-27","3.2179445E7","50841.0","573709.0","654.0","97218.09","153.597","1733.246","1.976","4.17358575E8","1564106.0","1260.892","4.725","tests performed"
"USA","United States","2021-04-26","3.2128604E7","47566.0","573055.0","494.0","97064.493","143.703","1731.27","1.492","4.15794469E8","990581.0","1256.167","2.993","tests performed"
"USA","United States","2021-04-25","3.2081038E7","32165.0","572561.0","293.0","96920.79","97.174","1729.778","0.885","4.14803888E8","587904.0","1253.174","1.776","tests performed"
"USA","United States","2021-04-24","3.2048873E7","53492.0","572268.0","748.0","96823.615","161.606","1728.893","2.26","4.14215984E8","990306.0","1251.398","2.992","tests performed"
"USA","United States","2021-04-23","3.1995381E7","62405.0","571520.0","783.0","96662.009","188.533","1726.633","2.366","4.13225678E8","1403161.0","1248.406","4.239","tests performed"
"USA","United States","2021-04-22","3.1932976E7","67269.0","570737.0","965.0","96473.476","203.228","1724.267","2.915","4.11822517E8","1487008.0","1244.167","4.492","tests performed"
"USA","United States","2021-04-21","3.1865707E7","62859.0","569772.0","859.0","96270.248","189.905","1721.352","2.595","4.10335509E8","1644135.0","1239.674","4.967","tests performed"
"USA","United States","2021-04-20","3.1802848E7","60941.0","568913.0","841.0","96080.343","184.11","1718.757","2.541","4.08691374E8","1560705.0","1234.707","4.715","tests performed"
"USA","United States","2021-04-19","3.1741907E7","68123.0","568072.0","504.0","95896.233","205.808","1716.216","1.523","4.07130669E8","1011322.0","1229.992","3.055","tests performed"
"USA","United States","2021-04-18","3.1673784E7","42114.0","567568.0","337.0","95690.425","127.232","1714.693","1.018","4.06119347E8","610288.0","1226.937","1.844","tests performed"
"USA","United States","2021-04-17","3.163167E7","52546.0","567231.0","697.0","95563.193","158.748","1713.675","2.106","4.05509059E8","1003857.0","1225.093","3.033","tests performed"
"USA","United States","2021-04-16","3.1579124E7","80051.0","566534.0","869.0","95404.446","241.844","1711.569","2.625","4.04505202E8","1445687.0","1222.06","4.368","tests performed"
"USA","United States","2021-04-15","3.1499073E7","74304.0","565665.0","904.0","95162.602","224.482","1708.944","2.731","4.03059515E8","1474676.0","1217.693","4.455","tests performed"
"USA","United States","2021-04-14","3.1424769E7","75413.0","564761.0","954.0","94938.12","227.832","1706.213","2.882","4.01584839E8","1664839.0","1213.238","5.03","tests performed"
"USA","United States","2021-04-13","3.1349356E7","77957.0","563807.0","835.0","94710.288","235.518","1703.331","2.523","3.9992E8","1603674.0","1208.208","4.845","tests performed"
"USA","United States","2021-04-12","3.1271399E7","70093.0","562972.0","479.0","94474.77","211.76","1700.808","1.447","3.98316326E8","1047264.0","1203.363","3.164","tests performed"
"USA","United States","2021-04-11","3.1201306E7","46506.0","562493.0","302.0","94263.011","140.5","1699.361","0.912","3.97269062E8","642220.0","1200.199","1.94","tests performed"
"USA","United States","2021-04-10","3.11548E7","66696.0","562191.0","712.0","94122.51","201.497","1698.449","2.151","3.96626842E8","1007488.0","1198.259","3.044","tests performed"
"USA","United States","2021-04-09","3.1088104E7","82713.0","561479.0","896.0","93921.013","249.886","1696.298","2.707","3.95619354E8","1444032.0","1195.215","4.363","tests performed"
"USA","United States","2021-04-08","3.1005391E7","79882.0","560583.0","1025.0","93671.127","241.333","1693.591","3.097","3.94175322E8","1508168.0","1190.852","4.556","tests performed"
"USA","United States","2021-04-07","3.0925509E7","75005.0","559558.0","2593.0","93429.794","226.599","1690.494","7.834","3.92667154E8","1658727.0","1186.296","5.011","tests performed"
"USA","United States","2021-04-06","3.0850504E7","60690.0","556965.0","861.0","93203.194","183.352","1682.66","2.601","3.91008427E8","1545345.0","1181.285","4.669","tests performed"
"USA","United States","2021-04-05","3.0789814E7","77399.0","556104.0","518.0","93019.842","233.832","1680.059","1.565","3.89463082E8","943391.0","1176.616","2.85","tests performed"
"USA","United States","2021-04-04","3.0712415E7","35126.0","555586.0","296.0","92786.01","106.12","1678.494","0.894","3.88519691E8","562469.0","1173.766","1.699","tests performed"
"USA","United States","2021-04-03","3.0677289E7","63258.0","555290.0","739.0","92679.89","191.11","1677.6","2.233","3.87957222E8","967498.0","1172.067","2.923","tests performed"
"USA","United States","2021-04-02","3.0614031E7","69886.0","554551.0","952.0","92488.78","211.134","1675.367","2.876","3.86989724E8","1339719.0","1169.144","4.047","tests performed"
"USA","United States","2021-04-01","3.0544145E7","79115.0","553599.0","1077.0","92277.646","239.016","1672.491","3.254","3.85650005E8","1436328.0","1165.096","4.339","tests performed"
"USA","United States","2021-03-31","3.046503E7","66769.0","552522.0","1076.0","92038.63","201.717","1669.237","3.251","3.84213677E8","1574899.0","1160.757","4.758","tests performed"
"USA","United States","2021-03-30","3.0398261E7","61426.0","551446.0","885.0","91836.912","185.576","1665.987","2.674","3.82638778E8","1527829.0","1155.999","4.616","tests performed"
"USA","United States","2021-03-29","3.0336835E7","69282.0","550561.0","709.0","91651.337","209.31","1663.313","2.142","3.81110949E8","1004122.0","1151.383","3.034","tests performed"
"USA","United States","2021-03-28","3.0267553E7","43220.0","549852.0","525.0","91442.027","130.573","1661.171","1.586","3.80106827E8","621686.0","1148.35","1.878","tests performed"
"USA","United States","2021-03-27","3.0224333E7","62848.0","549327.0","791.0","91311.454","189.872","1659.585","2.39","3.79485141E8","996840.0","1146.472","3.012","tests performed"
"USA","United States","2021-03-26","3.0161485E7","77370.0","548536.0","1151.0","91121.582","233.744","1657.195","3.477","3.78488301E8","1369863.0","1143.46","4.139","tests performed"
"USA","United States","2021-03-25","3.0084115E7","67549.0","547385.0","1403.0","90887.838","204.074","1653.718","4.239","3.77118438E8","1441788.0","1139.322","4.356","tests performed"
"USA","United States","2021-03-24","3.0016566E7","86954.0","545982.0","1511.0","90683.764","262.699","1649.479","4.565","3.7567665E8","1650540.0","1134.966","4.986","tests performed"
"USA","United States","2021-03-23","2.9929612E7","53668.0","544471.0","877.0","90421.065","162.138","1644.914","2.65","3.7402611E8","1523700.0","1129.979","4.603","tests performed"
"USA","United States","2021-03-22","2.9875944E7","51433.0","543594.0","721.0","90258.928","155.385","1642.265","2.178","3.7250241E8","971907.0","1125.376","2.936","tests performed"
"USA","United States","2021-03-21","2.9824511E7","33840.0","542873.0","447.0","90103.542","102.235","1640.087","1.35","3.71530503E8","612802.0","1122.44","1.851","tests performed"
"USA","United States","2021-03-20","2.9790671E7","55496.0","542426.0","737.0","90001.307","167.66","1638.736","2.227","3.70917701E8","987771.0","1120.588","2.984","tests performed"
"USA","United States","2021-03-19","2.9735175E7","61666.0","541689.0","1147.0","89833.647","186.301","1636.51","3.465","3.6992993E8","1340325.0","1117.604","4.049","tests performed"
"USA","United States","2021-03-18","2.9673509E7","60374.0","540542.0","1660.0","89647.347","182.397","1633.044","5.015","3.68589605E8","1471393.0","1113.555","4.445","tests performed"
"USA","United States","2021-03-17","2.9613135E7","59279.0","538882.0","1216.0","89464.949","179.089","1628.029","3.674","3.67118212E8","1612966.0","1109.11","4.873","tests performed"
"USA","United States","2021-03-16","2.9553856E7","53993.0","537666.0","1188.0","89285.86","163.12","1624.356","3.589","3.65505246E8","1493264.0","1104.237","4.511","tests performed"
"USA","United States","2021-03-15","2.9499863E7","56546.0","536478.0","757.0","89122.74","170.832","1620.766","2.287","3.64011982E8","945369.0","1099.725","2.856","tests performed"
"USA","United States","2021-03-14","2.9443317E7","38282.0","535721.0","578.0","88951.908","115.655","1618.48","1.746","3.63066613E8","578524.0","1096.869","1.748","tests performed"
"USA","United States","2021-03-13","2.9405035E7","53029.0","535143.0","1006.0","88836.253","160.207","1616.733","3.039","3.62488089E8","1023768.0","1095.121","3.093","tests performed"
"USA","United States","2021-03-12","2.9352006E7","61511.0","534137.0","1565.0","88676.046","185.832","1613.694","4.728","3.61464321E8","1397210.0","1092.028","4.221","tests performed"
"USA","United States","2021-03-11","2.9290495E7","62461.0","532572.0","1553.0","88490.214","188.702","1608.966","4.692","3.60067111E8","1494913.0","1087.807","4.516","tests performed"
"USA","United States","2021-03-10","2.9228034E7","57908.0","531019.0","1572.0","88301.511","174.947","1604.274","4.749","3.58572198E8","1610438.0","1083.291","4.865","tests performed"
"USA","United States","2021-03-09","2.9170126E7","57654.0","529447.0","1809.0","88126.564","174.18","1599.525","5.465","3.5696176E8","1538733.0","1078.426","4.649","tests performed"
"USA","United States","2021-03-08","2.9112472E7","44919.0","527638.0","738.0","87952.384","135.706","1594.06","2.23","3.55423027E8","975275.0","1073.777","2.946","tests performed"
"USA","United States","2021-03-07","2.9067553E7","41075.0","526900.0","699.0","87816.678","124.093","1591.83","2.112","3.54447752E8","608369.0","1070.831","1.838","tests performed"
"USA","United States","2021-03-06","2.9026478E7","58247.0","526201.0","1506.0","87692.586","175.971","1589.718","4.55","3.53839383E8","1065294.0","1068.993","3.218","tests performed"
"USA","United States","2021-03-05","2.8968231E7","66429.0","524695.0","1783.0","87516.614","200.69","1585.169","5.387","3.52774089E8","1428570.0","1065.774","4.316","tests performed"
"USA","United States","2021-03-04","2.8901802E7","68057.0","522912.0","1941.0","87315.924","205.609","1579.782","5.864","3.51345519E8","1550217.0","1061.458","4.683","tests performed"
"USA","United States","2021-03-03","2.8833745E7","67201.0","520971.0","2468.0","87110.315","203.023","1573.918","7.456","3.49795302E8","1734612.0","1056.775","5.24","tests performed"
"USA","United States","2021-03-02","2.8766544E7","57090.0","518503.0","1957.0","86907.293","172.476","1566.462","5.912","3.4806069E8","1609412.0","1051.534","4.862","tests performed"
"USA","United States","2021-03-01","2.8709454E7","58099.0","516546.0","1521.0","86734.817","175.524","1560.549","4.595","3.46451278E8","992297.0","1046.672","2.998","tests performed"
"USA","United States","2021-02-28","2.8651355E7","51419.0","515025.0","1091.0","86559.293","155.343","1555.954","3.296","3.45458981E8","632504.0","1043.674","1.911","tests performed"
"USA","United States","2021-02-27","2.8599936E7","64644.0","513934.0","1518.0","86403.95","195.298","1552.658","4.586","3.44826477E8","1073729.0","1041.764","3.244","tests performed"
"USA","United States","2021-02-26","2.8535292E7","77333.0","512416.0","2067.0","86208.652","233.633","1548.072","6.245","3.43752748E8","1474428.0","1038.52","4.454","tests performed"
"USA","United States","2021-02-25","2.8457959E7","77514.0","510349.0","2450.0","85975.019","234.179","1541.828","7.402","3.4227832E8","1609731.0","1034.065","4.863","tests performed"
"USA","United States","2021-02-24","2.8380445E7","74736.0","507899.0","3169.0","85740.84","225.787","1534.426","9.574","3.40668589E8","1685520.0","1029.202","5.092","tests performed"
"USA","United States","2021-02-23","2.8305709E7","72278.0","504730.0","2282.0","85515.053","218.361","1524.852","6.894","3.38983069E8","1641778.0","1024.11","4.96","tests performed"
"USA","United States","2021-02-22","2.8233431E7","56151.0","502448.0","1325.0","85296.693","169.639","1517.958","4.003","3.37341291E8","1038066.0","1019.15","3.136","tests performed"
"USA","United States","2021-02-21","2.817728E7","57161.0","501123.0","1232.0","85127.053","172.69","1513.955","3.722","3.36303225E8","683209.0","1016.014","2.064","tests performed"
"USA","United States","2021-02-20","2.8120119E7","71608.0","499891.0","1823.0","84954.363","216.337","1510.233","5.508","3.35620016E8","1057116.0","1013.95","3.194","tests performed"
"USA","United States","2021-02-19","2.8048511E7","79282.0","498068.0","2612.0","84738.026","239.521","1504.725","7.891","3.345629E8","1352832.0","1010.756","4.087","tests performed"
"USA","United States","2021-02-18","2.7969229E7","69911.0","495456.0","2529.0","84498.506","211.21","1496.834","7.64","3.33210068E8","1413799.0","1006.669","4.271","tests performed"
"USA","United States","2021-02-17","2.7899318E7","70139.0","492927.0","2409.0","84287.296","211.899","1489.194","7.278","3.31796269E8","1469532.0","1002.398","4.44","tests performed"
"USA","United States","2021-02-16","2.7829179E7","62498.0","490518.0","1751.0","84075.397","188.814","1481.916","5.29","3.30326737E8","1249057.0","997.958","3.774","tests performed"
"USA","United States","2021-02-15","2.7766681E7","54279.0","488767.0","959.0","83886.583","163.984","1476.626","2.897","3.2907768E8","797485.0","994.184","2.409","tests performed"
"USA","United States","2021-02-14","2.7712402E7","65135.0","487808.0","1164.0","83722.599","196.781","1473.728","3.517","3.28280195E8","663591.0","991.775","2.005","tests performed"
"USA","United States","2021-02-13","2.7647267E7","87219.0","486644.0","2187.0","83525.818","263.499","1470.212","6.607","3.27616604E8","1100983.0","989.77","3.326","tests performed"
"USA","United States","2021-02-12","2.7560048E7","99670.0","484457.0","2910.0","83262.319","301.115","1463.605","8.791","3.26515621E8","1411318.0","986.444","4.264","tests performed"
"USA","United States","2021-02-11","2.7460378E7","105764.0","481547.0","3228.0","82961.204","319.526","1454.813","9.752","3.25104303E8","1414453.0","982.18","4.273","tests performed"
"USA","United States","2021-02-10","2.7354614E7","95250.0","478319.0","3296.0","82641.677","287.762","1445.061","9.958","3.2368985E8","1636924.0","977.907","4.945","tests performed"
"USA","United States","2021-02-09","2.7259364E7","95265.0","475023.0","3073.0","82353.915","287.807","1435.103","9.284","3.22052926E8","1690945.0","972.962","5.109","tests performed"
"USA","United States","2021-02-08","2.7164099E7","90438.0","471950.0","1619.0","82066.108","273.224","1425.819","4.891","3.20361981E8","1041491.0","967.853","3.146","tests performed"
"USA","United States","2021-02-07","2.7073661E7","89746.0","470331.0","1437.0","81792.884","271.134","1420.928","4.341","3.1932049E8","828223.0","964.707","2.502","tests performed"
"USA","United States","2021-02-06","2.6983915E7","104176.0","468894.0","2670.0","81521.75","314.729","1416.587","8.066","3.18492267E8","1332471.0","962.205","4.026","tests performed"
"USA","United States","2021-02-05","2.6879739E7","134422.0","466224.0","3666.0","81207.021","406.106","1408.52","11.075","3.17159796E8","1828029.0","958.179","5.523","tests performed"
"USA","United States","2021-02-04","2.6745317E7","124006.0","462558.0","3736.0","80800.916","374.637","1397.445","11.287","3.15331767E8","1927403.0","952.656","5.823","tests performed"
"USA","United States","2021-02-03","2.6621311E7","121691.0","458822.0","3907.0","80426.278","367.644","1386.158","11.804","3.13404364E8","1868444.0","946.833","5.645","tests performed"
"USA","United States","2021-02-02","2.649962E7","115303.0","454915.0","3434.0","80058.635","348.345","1374.355","10.375","3.1153592E8","1631321.0","941.189","4.928","tests performed"
"USA","United States","2021-02-01","2.6384317E7","134975.0","451481.0","2071.0","79710.29","407.776","1363.98","6.257","3.09904599E8","1031505.0","936.26","3.116","tests performed"
"USA","United States","2021-01-31","2.6249342E7","112152.0","449410.0","1858.0","79302.514","338.825","1357.723","5.613","3.08873094E8","943808.0","933.144","2.851","tests performed"
"USA","United States","2021-01-30","2.613719E7","142459.0","447552.0","2783.0","78963.689","430.386","1352.11","8.408","3.07929286E8","1430667.0","930.293","4.322","tests performed"
"USA","United States","2021-01-29","2.5994731E7","166613.0","444769.0","3617.0","78533.302","503.359","1343.702","10.927","3.06498619E8","1831978.0","925.97","5.535","tests performed"
"USA","United States","2021-01-28","2.5828118E7","168804.0","441152.0","4007.0","78029.944","509.978","1332.775","12.106","3.04666641E8","1895550.0","920.436","5.727","tests performed"
"USA","United States","2021-01-27","2.5659314E7","153961.0","437145.0","3966.0","77519.966","465.135","1320.669","11.982","3.02771091E8","2052763.0","914.709","6.202","tests performed"
"USA","United States","2021-01-26","2.5505353E7","147626.0","433179.0","4009.0","77054.831","445.996","1308.687","12.112","3.00718328E8","1771614.0","908.507","5.352","tests performed"
"USA","United States","2021-01-25","2.5357727E7","151677.0","429170.0","1976.0","76608.834","458.235","1296.576","5.97","2.98946714E8","1225300.0","903.155","3.702","tests performed"
"USA","United States","2021-01-24","2.520605E7","131198.0","427194.0","1892.0","76150.599","396.365","1290.606","5.716","2.97721414E8","997671.0","899.453","3.014","tests performed"
"USA","United States","2021-01-23","2.5074852E7","170759.0","425302.0","3346.0","75754.234","515.884","1284.89","10.109","2.96723743E8","1540715.0","896.439","4.655","tests performed"
"USA","United States","2021-01-22","2.4904093E7","190760.0","421956.0","3846.0","75238.35","576.31","1274.781","11.619","2.95183028E8","1912795.0","891.784","5.779","tests performed"
"USA","United States","2021-01-21","2.4713333E7","193856.0","418110.0","4192.0","74662.04","585.663","1263.162","12.665","2.93270233E8","2038844.0","886.006","6.16","tests performed"
"USA","United States","2021-01-20","2.4519477E7","183261.0","413918.0","4406.0","74076.377","553.654","1250.498","13.311","2.91231389E8","2121541.0","879.846","6.409","tests performed"
"USA","United States","2021-01-19","2.4336216E7","176216.0","409512.0","2723.0","73522.723","532.37","1237.186","8.227","2.89109848E8","1801862.0","873.437","5.444","tests performed"
"USA","United States","2021-01-18","2.416E7","143598.0","406789.0","1553.0","72990.353","433.827","1228.96","4.692","2.87307986E8","1283915.0","867.993","3.879","tests performed"
"USA","United States","2021-01-17","2.4016402E7","177931.0","405236.0","1883.0","72556.526","537.552","1224.268","5.689","2.86024071E8","1065437.0","864.114","3.219","tests performed"
"USA","United States","2021-01-16","2.3838471E7","201858.0","403353.0","3423.0","72018.974","609.838","1218.579","10.341","2.84958634E8","1579075.0","860.895","4.771","tests performed"
"USA","United States","2021-01-15","2.3636613E7","242780.0","399930.0","3887.0","71409.136","733.468","1208.238","11.743","2.83379559E8","2027820.0","856.125","6.126","tests performed"
"USA","United States","2021-01-14","2.3393833E7","235766.0","396043.0","3986.0","70675.667","712.278","1196.495","12.042","2.81351739E8","2068032.0","849.998","6.248","tests performed"
"USA","United States","2021-01-13","2.3158067E7","230301.0","392057.0","4012.0","69963.389","695.768","1184.453","12.121","2.79283707E8","2097019.0","843.751","6.335","tests performed"
"USA","United States","2021-01-12","2.2927766E7","226967.0","388045.0","4475.0","69267.621","685.695","1172.332","13.52","2.77186688E8","2017691.0","837.415","6.096","tests performed"
"USA","United States","2021-01-11","2.2700799E7","214664.0","383570.0","2106.0","68581.926","648.527","1158.812","6.362","2.75168997E8","1514567.0","831.32","4.576","tests performed"
"USA","United States","2021-01-10","2.2486135E7","213415.0","381464.0","2003.0","67933.399","644.753","1152.45","6.051","2.7365443E8","1158817.0","826.744","3.501","tests performed"
"USA","United States","2021-01-09","2.227272E7","260967.0","379461.0","3324.0","67288.646","788.414","1146.399","10.042","2.72495613E8","1711916.0","823.243","5.172","tests performed"
"USA","United States","2021-01-08","2.2011753E7","295257.0","376137.0","4110.0","66500.233","892.008","1136.356","12.417","2.70783697E8","2143141.0","818.071","6.475","tests performed"
"USA","United States","2021-01-07","2.1716496E7","278337.0","372027.0","3993.0","65608.225","840.891","1123.94","12.063","2.68640556E8","2250719.0","811.596","6.8","tests performed"
"USA","United States","2021-01-06","2.1438159E7","255637.0","368034.0","3904.0","64767.334","772.311","1111.876","11.794","2.66389837E8","2317094.0","804.797","7.0","tests performed"
"USA","United States","2021-01-05","2.1182522E7","235042.0","364130.0","3710.0","63995.023","710.091","1100.082","11.208","2.64072743E8","1951842.0","797.796","5.897","tests performed"
"USA","United States","2021-01-04","2.094748E7","184005.0","360420.0","2093.0","63284.932","555.902","1088.873","6.323","2.62120901E8","1392248.0","791.9","4.206","tests performed"
"USA","United States","2021-01-03","2.0763475E7","208853.0","358327.0","1453.0","62729.03","630.971","1082.55","4.39","2.60728653E8","1041200.0","787.694","3.146","tests performed"
"USA","United States","2021-01-02","2.0554622E7","300462.0","356874.0","2514.0","62098.059","907.733","1078.161","7.595","2.59687453E8","1108006.0","784.548","3.347","tests performed"
"USA","United States","2021-01-01","2.025416E7","153916.0","354360.0","2155.0","61190.326","464.999","1070.565","6.511","2.58579447E8","1242656.0","781.201","3.754","tests performed"
"USA","United States","2020-12-31","2.0100244E7","235600.0","352205.0","3462.0","60725.327","711.777","1064.055","10.459","2.57336791E8","1917087.0","777.446","5.792","tests performed"
"USA","United States","2020-12-30","1.9864644E7","233701.0","348743.0","3752.0","60013.55","706.04","1053.596","11.335","2.55419704E8","2183971.0","771.655","6.598","tests performed"
"USA","United States","2020-12-29","1.9630943E7","200408.0","344991.0","3634.0","59307.511","605.457","1042.261","10.979","2.53235733E8","1854756.0","765.057","5.603","tests performed"
"USA","United States","2020-12-28","1.9430535E7","174152.0","341357.0","2008.0","58702.053","526.135","1031.282","6.066","2.51380977E8","1281368.0","759.453","3.871","tests performed"
"USA","United States","2020-12-27","1.9256383E7","155845.0","339349.0","1436.0","58175.918","470.827","1025.215","4.338","2.50099609E8","936224.0","755.582","2.828","tests performed"
"USA","United States","2020-12-26","1.9100538E7","226416.0","337913.0","1892.0","57705.091","684.031","1020.877","5.716","2.49163385E8","980928.0","752.753","2.964","tests performed"
"USA","United States","2020-12-25","1.8874122E7","97880.0","336021.0","1434.0","57021.061","295.708","1015.161","4.332","2.48182457E8","1068745.0","749.79","3.229","tests performed"
"USA","United States","2020-12-24","1.8776242E7","194155.0","334587.0","2898.0","56725.353","586.566","1010.829","8.755","2.47113712E8","1881951.0","746.561","5.686","tests performed"
"USA","United States","2020-12-23","1.8582087E7","229624.0","331689.0","3432.0","56138.787","693.723","1002.074","10.368","2.45231761E8","2265912.0","740.876","6.846","tests performed"
"USA","United States","2020-12-22","1.8352463E7","198107.0","328257.0","3405.0","55445.064","598.506","991.705","10.287","2.42965849E8","1978125.0","734.03","5.976","tests performed"
"USA","United States","2020-12-21","1.8154356E7","198703.0","324852.0","1924.0","54846.558","600.306","981.418","5.813","2.40987724E8","1518946.0","728.054","4.589","tests performed"
